"age","sex","sex_orient","sex_orient_4_TEXT","gender","gender_3_TEXT","race","poly_identity","rel_status","num_partners","num_partners_3_TEXT","jealousy_proneness_1","jealousy_intensity_1","idealAmbitionBlue","idealAttractBlue","idealIntelBlue","idealSexyBlue","idealKindBlue","idealStatusBlue","idealWealthBlue","idealAmbitionOrange","idealAttractOrange","idealIntelOrange","idealSexyOrange","idealKindOrange","idealStatusOrange","idealWealthOrange","attncheck9","orange_gender","orange_gender._3_TEXT","blue_gender","blue_gender_3_TEXT","self_ambition1","self_ambition2","attn_check8","self_intel1","self_intel2","self_kind1","self_kind2","self_attract1","self_attract2","self_finance1","self_finance2","self_sexy1","self_sexy2","self_status1","self_status2","entered_poly","openness_poly","fin_invest","time_invest","emot_close","roles_blue","roles_orange","monog_attn","poly_attn","actual_a_ambition1","actual_a_ambition2","attn_check10","actual_a_intel1","actual_a_intel2","actual_a_kind1","actual_a_kind2","actual_a_attract1","actual_a_attract2","actual_a_finance1","actual_a_finance2","actual_a_sexy1","actual_a_sexy2","actual_a_status1","actual_a_status2","actual_a_age","actual_a_gender","actual_a_gender._4_TEXT","actual_b_ambition1","actual_b_ambition2","actual_b_intel1","actual_b_intel2","actual_b_kind1","actual_b_kind2","actual_b_attract1","actual_b_attract2","actual_b_finance1","actual_b_finance2","actual_b_sexy1","actual_b_sexy2","actual_b_status1","actual_b_status2","actual_b_age","actual_b_gender","actual_b_gender._4_TEXT","actual_ambition1","actual_ambition2","actual_intel1","actual_intel2","actual_kind1","actual_kind2","actual_attract1","actual_attract2","actual_finance1","actual_finance2","actual_sexy1","actual_sexy2","actual_status1","attn_check10.1","actual_status2","actual_partner_age","actual_gender","actual_gender_4_TEXT","textQuality","monog_attn_dup","poly_attn_dup","PIN","raceText","self_ambition","self_intel","self_kind","self_attract","self_finance","self_sexy","self_status","actual_a_ambition","actual_a_intel","actual_a_kind","actual_a_attract","actual_a_finance","actual_a_sexy","actual_a_status","actual_b_ambition","actual_b_intel","actual_b_kind","actual_b_attract","actual_b_finance","actual_b_sexy","actual_b_status","actual_ambition","actual_intel","actual_kind","actual_attract","actual_finance","actual_sexy","actual_status","group"
29,"1","1","","1","","1,6","0","1",NA,"",NA,NA,4,7,10,5,5,2,3,3,7,10,5,5,2,2,9,"0","","0","",5,4,8,9,10,6,7,5,5,0,2,3,5,6,4,2,3,4,1,3,"1,2,4,9","1,2,4,9","Because they want to. Or because different partners bring different things to the table and instead of assuming that one partner can be there everything they can distribute what they're looking for among several.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"78","Multi-racial",4.5,9.5,6.5,5,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
27,"0","1","","0","","6","0","1",NA,"",NA,NA,6,4,5,9,5,3,4,6,4,5,4,4,3,8,9,"1","","1","",9,8,8,8,8,6,8,5,7,5,10,6,3,7,6,2,2,4,2,2,"1,2,4,5,9,10","2,3,4,10","Probably to explore their romantic relationship prospects, or out of curiosity. I would hope most people enter polyamorous relationships voluntarily instead of being coerced by one of their partners.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"208","White",8.5,8,7,6,7.5,4.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
25,"1","1","","1","","1","0","5",1,"",1,1,5,7,7,5,7,5,5,2,7,7,7,4,1,1,9,"0","","0","",8,8,8,8,8,7,8,5,5,8,8,5,5,7,7,2,1,2,3,2,"1,2,3,4,5,9","1,4,10","indecision, wanting to have multiple partners to fulfill different purposes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,8,8,9,9,6,5,7,5,5,6,7,10,7,25,"1","",0,FALSE,NA,"43","Asian or Pacific Islander",8,8,7.5,5,8,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,9,5.5,6,5.5,7,"partnered_monog"
32,"1","1","","1","","3,6","0","2",1,"",2,4,5,7,7,6,6,4,6,1,7,1,8,6,5,1,9,"0","","0","",5,5,8,7,7,7,8,6,5,8,5,5,5,5,6,2,1,2,2,1,"1,2,3,4,5,6,9,10","1,4,10","I think some people don't want to be ""tied down"" to one person -- or they are seeking a quality their current partner doesn't have.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,8,6,7,7,5,7,7,5,7,7,6,8,10,7,33,"1","",0,FALSE,NA,"129","Multi-racial",5,7,7.5,5.5,6.5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6.5,6,7,6,6.5,7.5,"partnered_monog"
48,"1","1","","1","","6","0","2",1,"",6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"0","","0","",9,8,8,9,9,10,10,9,5,1,8,10,10,6,8,2,1,4,4,3,"1,2,3,4,10","1,2,3,4,10","to play games",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",10,10,10,9,5,7,10,7,1,9,10,8,9,10,5,45,"1","",0,FALSE,NA,"145","White",8.5,9,10,7,4.5,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.5,6,8.5,5,9,7,"partnered_monog"
36,"1","1","","1","","6","0","2",1,"",1,2,6,6,2,5,5,4,5,5,5,5,7,5,5,5,9,"0","","0","",7,6,8,6,6,6,5,5,5,8,7,5,6,5,5,2,1,4,5,2,"4","1","Boredom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,8,6,9,8,8,7,4,7,6,5,9,10,7,37,"1","",0,FALSE,NA,"49","White",6.5,6,5.5,5,7.5,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8.5,7.5,5.5,5.5,8,"partnered_monog"
28,"0","1","","0","","6","0","5",1,"",7,7,4,6,7,6,7,2,3,4,6,7,6,7,2,3,9,"1","","1","",9,9,8,9,8,5,5,7,6,5,10,6,8,9,9,2,2,4,4,3,"1,2,4,9,10","1,2,4,9,10","I think someone would enter into a polyamorous relationship if they feel a strong romantic connection with multiple people. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,9,9,8,8,6,6,9,8,5,6,8,10,6,28,"2","",0,FALSE,NA,"172","White",9,8.5,5,6.5,7.5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,8,6,8.5,5.5,7,"partnered_monog"
46,"0","1","","0","","6","0","2",1,"",7,7,4,4,4,4,4,4,4,4,4,4,4,9,7,10,9,"1","","1","",9,8,8,6,6,6,9,5,4,5,5,6,5,5,5,2,1,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10","Not happy with themselves. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,7,5,7,10,5,5,7,7,5,4,7,10,5,45,"2","",0,FALSE,NA,"231","White",8.5,6,7.5,4.5,5,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,8.5,5,7,4.5,6,"partnered_monog"
44,"0","4","Demisexual ","0","","6","0","2",1,"",2,2,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9,"1","","3"," Non-existent. A second partner would be an unpleasant burden to me.",6,5,8,8,7,4,6,5,6,8,6,1,1,5,5,2,1,7,7,5,"2,3,4,5,9,10","1,2,3,4,5,6,9,10","Love more than one person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,4,10,9,5,8,8,4,5,7,6,1,7,10,5,41,"2","",0,FALSE,NA,"133","White",5.5,7.5,5,5.5,7,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,9.5,6.5,6,6,3.5,6,"partnered_monog"
35,"1","1","","1","","6","0","2",1,"",2,1,4,6,4,6,1,1,2,6,5,0,6,9,10,10,9,"0","","0","",9,8,8,6,6,9,8,7,6,6,6,8,9,6,6,2,4,7,6,5,"1,2,4,10","1,2,3,4,5,6,9,10","To meet physically or emotional needs ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,4,7,7,6,7,5,6,6,6,4,3,5,10,5,35,"1","",0,FALSE,NA,"87","White",8.5,6,8.5,6.5,6,8.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6.5,5.5,6,3.5,5,"partnered_monog"
56,"0","1","","0","","6","0","5",1,"",2,2,5,8,8,8,9,5,4,7,1,7,1,1,6,0,9,"1","","1","",7,8,8,8,10,6,8,7,5,8,8,8,8,8,8,1,NA,3,3,2,"1","3",NA,"Getting different needs met",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2,2,7,8,10,10,9,10,3,3,10,9,8,10,8,56,"2","",0,NA,FALSE,"113","White",7.5,9,7,6,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.5,10,9.5,3,9.5,8,"partnered_monog"
46,"1","1","","1","","2,3","0","1",NA,"",NA,NA,2,7,7,10,7,1,2,4,6,6,4,10,1,3,9,"0","","0","",0,0,8,7,8,2,2,7,7,0,0,3,9,6,8,2,2,5,3,4,"1,4,10","1,2,4,9,10","Because they've found traditional relationships to be unsatisfying or stifling. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"227","Multi-racial",0,7.5,2,7,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
45,"1","1","","1","","6","0","2",1,"",2,4,0,10,10,10,5,0,0,0,10,10,10,5,0,0,9,"0","","0","",10,9,8,10,10,10,10,8,7,10,10,7,7,10,10,2,1,4,4,3,"1,2,4,5,10","1,2,4,5,10","Someone who has way too much free time, no kids, and lots of money may want to use those money and time resources to buy love from multiple partners. It's not consistent with human nature beyond young adulthood to seek out multiple committed partners like this, or at least that's what my ecology professors told me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",7,7,10,10,9,8,10,10,5,7,10,10,9,10,10,46,"1","",0,FALSE,NA,"128","White",9.5,10,10,7.5,10,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,8.5,10,6,10,9.5,"partnered_monog"
27,"0","3","","0","","6","0","2",1,"",1,1,5,5,6,5,8,5,5,4,5,5,5,6,3,3,9,"1","","0","",4,4,8,7,6,7,8,6,5,4,0,5,4,5,3,2,3,4,3,2,"1,2,3,4,5,9,10","1,2,4,5,9,10","More likely to be able to spend time with one of the partners at any moment, to fulfill needs that one person cannot provide, to be able to freely express love towards more than one person they care for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,7,7,7,6,6,6,5,3,6,6,5,6,10,7,27,"2","",0,FALSE,NA,"24","White",4,6.5,7.5,5.5,2,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7,6,5.5,4.5,5.5,6.5,"partnered_monog"
24,"1","4","Pansexual","1","","2","0","2",1,"",5,2,3,9,9,5,6,3,7,4,7,3,1,5,3,5,9,"0","","1","",1,1,8,4,3,3,1,5,5,0,0,5,7,4,3,2,4,3,4,1,"1,3","10","I think sometimes one person cant fulfill all one person needs so they look elsewhere.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,6,7,7,5,7,5,2,2,6,3,5,10,4,24,"1","",0,FALSE,NA,"1","Black or African American",1,3.5,2,5,0,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.5,6,6,2,4.5,4.5,"partnered_monog"
57,"0","1","","0","","6","0","5",1,"",2,2,1,6,5,6,6,3,3,6,6,6,6,6,4,6,9,"1","","1","",7,6,8,5,6,5,6,5,5,6,6,5,6,6,5,2,1,5,5,4,"4,10","1,2,3,4,5,9,10","They do not want just one partner and like variety.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,7,7,6,7,7,6,6,5,7,7,7,10,7,56,"2","",0,FALSE,NA,"70","White",6.5,5.5,5.5,5,6,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6.5,6.5,5.5,7,7,"partnered_monog"
43,"1","1","","1","","6","0","1",NA,"",NA,NA,5,7,3,7,5,5,5,5,3,7,3,5,5,5,9,"0","","0","",5,5,8,8,8,3,5,3,6,8,6,6,8,4,4,2,1,3,3,2,"1,2,4","2,4,5","Different people could offer different assets abilities and strengths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"121","White",5,8,4,4.5,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
51,"0","1","","0","","6","0","2",1,"",2,3,2,7,8,5,5,5,4,2,7,8,4,5,6,2,9,"1","","1","",3,2,8,8,8,2,4,7,9,5,6,5,6,7,7,2,2,4,4,3,"1,2,4,10","1,2,4,10","They don't believe in monogamy.  They are attracted to more than one person. Their partners are ok with polyamory. They want to have their cake and eat it too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,8,8,8,2,7,7,6,8,8,8,6,8,10,7,49,"2","",0,FALSE,NA,"214","White",2.5,8,3,8,5.5,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,4.5,6.5,8,7,7.5,"partnered_monog"
22,"0","1","","0","","6","1","5",1,"",2,5,5,7,7,8,6,5,3,5,4,7,3,2,3,5,9,"1","","1","",10,10,8,7,7,7,8,8,6,3,7,6,5,9,9,2,1,6,2,1,"1,2,5,6,10","3,4,9","To meet different needs that they have that one single person cannot provide alone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,6,8,8,10,10,9,7,5,7,10,10,10,10,10,22,"2","",0,FALSE,NA,"186","White",10,7,7.5,7,5,5.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8,10,8,6,10,10,"one_poly"
19,"0","3","","0","","6","0","5",1,"",1,1,4,7,7,4,6,1,5,6,8,6,3,7,1,5,9,"1","","1","",5,6,8,5,5,5,6,5,4,3,6,5,4,5,5,2,1,4,4,3,"10","10","If they couldn't choose between two people and had the option to have both",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,7,6,7,7,5,5,5,7,5,5,5,10,5,22,"2","",0,FALSE,NA,"205","White",5.5,5,5.5,4.5,4.5,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.5,7,5,6,5,5,"partnered_monog"
20,"0","4","Queer","0","","2,3,6","0","1",NA,"",NA,NA,5,3,7,5,10,2,4,5,3,5,6,9,2,4,9,"3","I don’t care","3","I don’t care",6,8,8,6,8,5,7,10,10,1,3,8,7,5,6,2,4,4,3,3,"1,2,4,5,10","1,2,4,10","Because they feel like it. Not like you can choose to be gay, but because it feels right. Or because they want to try it because they’re not sure if it works for them or doesn’t.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,FALSE,NA,"147","Multi-racial",7,7,6,10,2,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single_monog"
61,"0","1","","1","","6","0","2",1,"",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,"0","","0","",7,5,8,7,8,6,7,4,4,5,6,5,6,6,5,2,1,2,2,3,"1,2,4,5,10","1,2,10","Because they are amoral and self-absorbed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,5,7,8,8,8,7,7,4,4,5,5,7,10,6,59,"1","",0,FALSE,NA,"210","White",6,7.5,6.5,4,5.5,5.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,7.5,8,7,4,5,6.5,"partnered_monog"
65,"0","1","","0","","6","0","2",1,"",3,7,0,0,1,0,10,8,6,6,6,6,6,9,6,6,9,"1","","1","",7,6,8,6,5,6,7,4,2,6,5,5,5,6,5,2,1,2,3,1,"1,2,3,4,5,10","1,2,4,9","A person that needs more than one partner can give them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,7,6,5,7,6,5,5,5,5,5,6,6,10,6,58,"2","",0,FALSE,NA,"29","White",6.5,5.5,6.5,3,5.5,5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,5.5,6.5,5,5,5.5,6,"partnered_monog"
66,"0","1","","0","","6","0","2",1,"",3,3,1,1,7,9,9,4,6,5,5,6,6,4,1,6,9,"1","","1","",9,9,8,8,8,8,7,6,5,8,8,7,5,7,6,2,1,5,5,4,"4,10","1,2,3,5,9","need to have more in their life than just one partner can provide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",5,5,6,6,6,6,5,5,6,6,5,6,5,10,5,68,"2","",0,FALSE,NA,"22","White",9,8,7.5,5.5,8,6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5.5,5,"partnered_monog"
33,"1","1","","1","","1","0","2",1,"",1,2,4,6,7,0,0,3,2,0,10,10,8,8,4,8,9,"0","","0","",5,5,8,5,6,6,6,5,5,5,5,5,5,5,5,2,3,4,4,3,"1,4,10","2,3,5","They don’t want bounded by a certain mold or social construct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",9,8,8,8,7,10,7,9,5,5,5,5,6,10,7,31,"1","",0,FALSE,NA,"196","Asian or Pacific Islander",5,5.5,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8,8.5,8,5,5,6.5,"partnered_monog"
22,"1","1","","1","","2","1","5",1,"",5,3,0,0,0,0,0,0,10,6,10,10,10,10,10,4,9,"0","","1","",2,5,8,2,3,5,2,10,10,2,3,8,5,3,7,1,NA,4,4,3,"2,3,4,5","4",NA,"The lifestyle.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,8,5,7,8,3,8,5,2,9,2,6,10,10,1,21,"1","",0,NA,FALSE,"62","Black or African American",3.5,2.5,3.5,10,2.5,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6,5.5,6.5,5.5,4,5.5,"one_poly"
38,"1","1","","1","","6","0","2",1,"",3,5,5,5,9,5,8,1,8,2,7,5,7,5,1,2,9,"0","","0","",5,6,8,8,7,5,6,4,7,5,4,3,7,3,3,2,4,2,2,1,"2,3,4,5,6,9","1,10","To find qualities missing in their current partner.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,6,7,7,4,4,5,4,5,6,3,2,6,10,6,29,"1","",0,FALSE,NA,"81","White",5.5,7.5,5.5,5.5,4.5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,4.5,5.5,2.5,6,"partnered_monog"
60,"1","1","","1","","6","0","2",3,"4",2,1,5,6,5,8,4,1,3,8,9,6,7,1,2,5,9,"0","","0","",7,6,8,8,9,4,6,8,6,7,6,8,10,8,7,NA,NA,5,6,5,"1","1,4",NA,"it's not really polyamorous /
even if we live like 300 feet apart, none of the two woman knows that I fuck the other one /
they would NOT be happy knowing that; for sure it would mean the end of both relationships /",5,3,11,5,5,6,5,3,3,8,7,5,8,5,5,55,"1","",9,9,8,8,10,6,5,10,9,8,10,10,9,9,42,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",0,NA,FALSE,"36","White",6.5,8.5,5,7,6.5,9,7.5,4,5,5.5,3,7.5,6.5,5,9,8,8,7.5,8.5,10,9,NA,NA,NA,NA,NA,NA,NA,"partnered_monog"
56,"0","1","","0","","6","0","2",1,"",4,4,0,0,10,10,10,0,2,0,10,10,4,10,0,4,9,"1","","1","",7,6,8,6,6,7,7,7,5,5,5,5,6,5,5,2,1,4,4,3,"10","10","They have problems with commitment and get bored easily.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",8,7,7,6,9,8,6,6,6,7,6,8,6,10,5,62,"2","",0,FALSE,NA,"15","White",6.5,6,7,6,5,5.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6.5,8.5,6,6.5,7,5.5,"partnered_monog"
71,"1","1","","1","","6","0","2",1,"",2,2,6,4,7,5,6,4,4,6,5,7,2,6,4,4,9,"0","","0","",7,5,8,8,7,5,5,6,5,8,7,5,7,7,5,2,1,4,4,3,"1,2,4,10","1,2,4,10","People are different and have divergent ways of seeing relationships. If those relationships are honest then why not.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",6,5,9,7,8,7,8,7,8,0,6,5,8,10,7,72,"1","",0,FALSE,NA,"137","White",6,7.5,5,5.5,7.5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,8,7.5,7.5,4,5.5,7.5,"partnered_monog"
32,"0","2","","0","","6","0","2",1,"",1,4,2,4,6,9,8,0,4,5,4,5,9,9,0,5,9,"0","","0","",0,3,8,4,5,8,7,5,5,0,0,6,6,5,4,2,2,4,2,2,"1,2,3,4,5,9,10","1,2","They want more love or sex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",3,4,5,5,10,6,5,6,0,0,9,7,4,10,5,26,"1","",0,FALSE,NA,"195","White",1.5,4.5,7.5,5,0,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5,8,5.5,0,8,4.5,"partnered_monog"
37,"1","3","","1","","6","0","2",1,"",1,1,0,8,8,8,5,0,6,0,8,8,8,5,0,6,9,"1","","0","",2,6,8,9,9,1,1,7,3,5,0,7,9,1,2,2,4,4,4,3,"1,2,3,4","1,2,4,9,10","Desire for romance and emotional connection to more people.  To feel like being part of a special loving group.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",4,3,5,3,5,6,6,1,5,3,0,0,5,10,5,36,"1","",0,FALSE,NA,"72","White",4,9,1,5,2.5,8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,5.5,3.5,4,0,5,"partnered_monog"
