StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,attncheck9,orange_gender ,orange_gender _3_TEXT,blue_gender,blue_gender_3_TEXT,self_ambition1,self_ambition2 ,attn_check8,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,fin_invest,time_invest,emot_close,roles_blue ,roles_orange,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,attn_check10,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,attn_check10,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,textQuality
3/11/23 7:08,3/11/23 7:13,0,100,281,1,3/11/23 7:13,R_3fraqdzA4E4xXt1,,,,,anonymous,EN,43,1,1,,1,,6,0,1,,,,,5,7,3,7,5,5,5,5,3,7,3,5,5,5,9,0,,0,,6,6,8,9,9,4,6,4,7,9,7,7,9,5,5,2,1,3,3,2,"1,2,4","2,4,5",Different people could offer different assets abilities and strengths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 6:52,3/11/23 7:13,0,100,1215,1,3/11/23 7:13,R_11XjfR1KKR1ygAp,,,,,anonymous,EN,51,0,1,,0,,6,0,2,1,,2,3,2,7,8,5,5,5,4,2,7,8,4,5,6,2,9,1,,1,,4,3,8,9,9,3,5,8,10,6,7,6,7,8,8,2,2,4,4,3,"1,2,4,10","1,2,4,10",They don't believe in monogamy.  They are attracted to more than one person. Their partners are ok with polyamory. They want to have their cake and eat it too.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,3,8,8,7,9,9,9,7,9,10,8,49,2,,0
3/11/23 7:04,3/11/23 7:13,0,100,556,1,3/11/23 7:13,R_YXi53Z9YWvSZGMx,,,,,anonymous,EN,22,0,1,,0,,6,1,5,1,,2,5,5,7,7,8,6,5,3,5,4,7,3,2,3,5,9,1,,1,,11,11,8,8,8,8,9,9,7,4,8,7,6,10,10,2,1,6,2,1,"1,2,5,6,10","3,4,9",To meet different needs that they have that one single person cannot provide alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,9,11,11,10,8,6,8,11,11,11,10,11,22,2,,0
3/11/23 7:09,3/11/23 7:13,0,100,276,1,3/11/23 7:13,R_3hzqe51tAYZXJma,,,,,anonymous,EN,40,1,1,,1,,6,0,1,,,,,6,5,6,4,4,1,2,8,6,7,4,7,7,3,6,0,,0,,4,6,8,6,6,6,8,6,4,2,4,6,4,6,6,2,2,5,7,5,"4,10","2,5,10",because of ability to love more then one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:10,3/11/23 7:14,0,100,244,1,3/11/23 7:14,R_yxywdQPj3RnrqbT,,,,,anonymous,EN,19,0,3,,0,,6,0,5,1,,1,1,4,7,7,4,6,1,5,6,8,6,3,7,1,5,9,1,,1,,6,7,8,6,6,6,7,6,5,4,7,6,5,6,6,2,1,4,4,3,10,10,If they couldn't choose between two people and had the option to have both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,7,8,8,6,6,6,8,6,6,6,10,6,22,2,,0
3/11/23 7:05,3/11/23 7:14,0,100,565,1,3/11/23 7:14,R_3Pc1n3ZfFgvihUC,,,,,anonymous,EN,64,0,1,,0,,6,0,5,1,,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,1,,6,4,8,10,10,6,7,6,6,6,6,6,1,7,6,2,1,4,4,3,"2,4,5,9,10","2,4,5,9,10",Because one has a stronger sexual desire than the other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10,9,9,9,6,6,10,9,6,11,7,10,7,70,2,,0
3/11/23 7:04,3/11/23 7:15,0,100,656,1,3/11/23 7:15,R_vYwif8i0pPVxeRb,,,,,anonymous,EN,20,0,4,Queer,0,,"2,3,6",0,1,,,,,5,3,7,5,10,2,4,5,3,5,6,9,2,4,9,3,I don’t care,3,I don’t care,7,9,8,7,9,6,8,11,11,2,4,9,8,6,7,2,4,4,3,3,"1,2,4,5,10","1,2,4,10","Because they feel like it. Not like you can choose to be gay, but because it feels right. Or because they want to try it because they’re not sure if it works for them or doesn’t.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:04,3/11/23 7:15,0,100,672,1,3/11/23 7:15,R_3dLGyyfBuDV9se8,,,,,anonymous,EN,46,0,1,,0,,6,0,2,1,,1,2,2,7,2,6,8,1,1,8,6,8,0,6,7,8,1,1,,1,,4,4,8,8,8,9,11,7,6,3,3,6,6,6,6,2,2,4,4,3,1,3,Sometimes you cannot have all of your needs fulfilled by one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,3,1,7,7,7,8,6,6,8,10,8,47,2,,0
3/11/23 7:07,3/11/23 7:16,0,100,558,1,3/11/23 7:16,R_vuDIL2PPnbWw08h,,,,,anonymous,EN,61,0,1,,1,,6,0,2,1,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,,0,,8,6,8,8,9,7,8,5,5,6,7,6,7,7,6,2,1,2,2,3,"1,2,4,5,10","1,2,10",Because they are amoral and self-absorbed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,9,9,9,8,8,5,5,6,6,8,10,7,59,1,,0
3/11/23 7:11,3/11/23 7:16,0,100,304,1,3/11/23 7:16,R_UK4gACasMadH9h7,,,,,anonymous,EN,34,0,1,,0,,6,0,5,1,,2,4,0,0,0,0,0,0,4,10,10,10,9,10,10,7,1,1,,1,,9,6,8,6,6,11,11,6,2,6,6,11,11,6,6,1,,7,7,5,4,"1,2,3,4,5,6,9,10",,Nothing I don't care for that lifestyle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,11,6,6,6,6,11,6,0,9,25,2,,0
3/11/23 7:04,3/11/23 7:16,0,100,700,1,3/11/23 7:16,R_03xVlNEIPNJtYFr,,,,,anonymous,EN,65,0,1,,0,,6,0,2,1,,3,7,0,0,1,0,10,8,6,6,6,6,6,9,6,6,9,1,,1,,8,7,8,7,6,7,8,5,3,7,6,6,6,7,6,2,1,2,3,1,"1,2,3,4,5,10","1,2,4,9",A person that needs more than one partner can give them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,7,6,8,7,6,6,6,6,6,7,7,10,7,58,2,,0
3/11/23 7:10,3/11/23 7:16,0,100,385,1,3/11/23 7:16,R_2CxOzYGxbWCUL1t,,,,,anonymous,EN,66,0,1,,0,,6,0,2,1,,3,3,1,1,7,9,9,4,6,5,5,6,6,4,1,6,9,1,,1,,10,10,8,9,9,9,8,7,6,9,9,8,6,8,7,2,1,5,5,4,"4,10","1,2,3,5,9",need to have more in their life than just one partner can provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,7,6,6,7,7,6,7,6,10,6,68,2,,0
3/11/23 7:09,3/11/23 7:16,0,100,456,1,3/11/23 7:16,R_2uD49Id8qdtqocQ,,,,,anonymous,EN,33,1,1,,1,,1,0,2,1,,1,2,4,6,7,0,0,3,2,0,10,10,8,8,4,8,9,0,,0,,6,6,8,6,7,7,7,6,6,6,6,6,6,6,6,2,3,4,4,3,"1,4,10","2,3,5",They don’t want bounded by a certain mold or social construct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,9,9,8,11,8,10,6,6,6,6,7,10,8,31,1,,0
3/11/23 7:11,3/11/23 7:16,0,100,315,1,3/11/23 7:16,R_3EYGurwJ8oMG2iI,,,,,anonymous,EN,22,1,1,,1,,2,1,5,1,,5,3,0,0,0,0,0,0,10,6,10,10,10,10,10,4,9,0,,1,,3,6,8,3,4,6,3,11,11,3,4,9,6,4,8,1,,4,4,3,"2,3,4,5",4,,The lifestyle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,6,8,9,4,9,6,3,10,3,7,11,10,2,21,1,,0
3/11/23 7:08,3/11/23 7:16,0,100,521,1,3/11/23 7:16,R_1hz1cTPQxVP5hXy,,,,,anonymous,EN,38,1,1,,1,,6,0,2,1,,3,5,5,5,9,5,8,1,8,2,7,5,7,5,1,2,9,0,,0,,6,7,8,9,8,6,7,5,8,6,5,4,8,4,4,2,4,2,2,1,"2,3,4,5,6,9","1,10",To find qualities missing in their current partner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,8,8,5,5,6,5,6,7,4,3,7,10,7,29,1,,0
3/11/23 7:08,3/11/23 7:17,0,100,516,1,3/11/23 7:17,R_25F5VQOEd2JekPx,,,,,anonymous,EN,41,1,1,,1,,6,0,2,1,,1,1,10,8,10,7,6,3,3,3,2,2,3,3,2,8,1,0,,0,,7,7,8,9,9,7,9,9,5,10,10,6,6,10,7,2,1,2,2,1,"1,3,4,5,6","1,2,3",They like variety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,7,8,6,8,7,10,6,4,2,9,10,6,39,1,,0
3/11/23 7:02,3/11/23 7:17,0,100,908,1,3/11/23 7:17,R_2q1yzqIeuJ6ub1L,,,,,anonymous,EN,60,1,1,,1,,6,0,2,3,4,2,1,5,6,5,8,4,1,3,8,9,6,7,1,2,5,9,0,,0,,8,7,8,9,10,5,7,9,7,8,7,9,11,9,8,,,5,6,5,1,"1,4",,"it's not really polyamorous /
even if we live like 300 feet apart, none of the two woman knows that I fuck the other one /
they would NOT be happy knowing that; for sure it would mean the end of both relationships /",6,4,11,6,6,7,6,4,4,9,8,6,9,6,6,55,1,,10,10,9,9,11,7,6,11,10,9,11,11,10,10,42,1,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:11,3/11/23 7:18,0,100,384,1,3/11/23 7:18,R_3O2kwEf4FgxglCt,,,,,anonymous,EN,56,0,1,,0,,6,0,2,1,,4,4,0,0,10,10,10,0,2,0,10,10,4,10,0,4,9,1,,1,,8,7,8,7,7,8,8,8,6,6,6,6,7,6,6,2,1,4,4,3,10,10,They have problems with commitment and get bored easily.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,7,10,9,7,7,7,8,7,9,7,10,6,62,2,,0
3/11/23 7:05,3/11/23 7:18,0,100,794,1,3/11/23 7:18,R_278rOnV3erbbETo,,,,,anonymous,EN,71,1,1,,1,,6,0,2,1,,2,2,6,4,7,5,6,4,4,6,5,7,2,6,4,4,9,0,,0,,8,6,8,9,8,6,6,7,6,9,8,6,8,8,6,2,1,4,4,3,"1,2,4,10","1,2,4,10",People are different and have divergent ways of seeing relationships. If those relationships are honest then why not.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,10,8,9,8,9,8,9,1,7,6,9,10,8,72,1,,0
3/11/23 7:03,3/11/23 7:19,0,100,946,1,3/11/23 7:19,R_2rYqI9jG8MrSeHK,,,,,anonymous,EN,32,0,2,,0,,6,0,2,1,,1,4,2,4,6,9,8,0,4,5,4,5,9,9,0,5,9,0,,0,,1,4,8,5,6,9,8,6,6,1,1,7,7,6,5,2,2,4,2,2,"1,2,3,4,5,9,10","1,2",They want more love or sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,6,11,7,6,7,1,1,10,8,5,10,6,26,1,,0
3/11/23 6:47,3/11/23 7:19,0,100,1950,1,3/11/23 7:19,R_2aJLVosIJmvYr4e,,,,,anonymous,EN,55,1,1,,1,,6,0,2,1,,4,6,5,6,6,1,9,5,8,6,4,6,1,7,2,4,1,0,,0,,7,6,8,7,7,8,9,7,7,6,6,6,6,8,7,1,,4,4,3,"2,4,5,6,9","1,2,3,5",,"the lack of knowledge with the relationship of couples, little experience in youth and weak religious belief",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,8,8,8,9,9,6,6,6,6,9,0,7,45,1,,0
3/11/23 7:05,3/11/23 7:20,0,100,851,1,3/11/23 7:20,R_3jdFBV4YJc6zDJ4,,,,,anonymous,EN,37,1,3,,1,,6,0,2,1,,1,1,0,8,8,8,5,0,6,0,8,8,8,5,0,6,9,1,,0,,3,7,8,10,10,2,2,8,4,6,1,8,10,2,3,2,4,4,4,3,"1,2,3,4","1,2,4,9,10",Desire for romance and emotional connection to more people.  To feel like being part of a special loving group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,4,6,7,7,2,6,4,1,1,6,10,6,36,1,,0
3/11/23 7:12,3/11/23 7:20,0,100,486,1,3/11/23 7:20,R_2sdreaCmau9IBj5,,,,,anonymous,EN,33,0,1,,0,,6,0,4,1,,2,3,1,4,2,8,8,2,1,5,8,7,5,7,4,8,9,1,,1,,8,7,8,9,9,8,7,7,7,9,9,7,6,7,7,2,2,7,6,4,"1,4,10","1,2,3,5,6,9,10",Because they can feel like they can have a different type of fulfillment from multiple people. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,9,8,7,8,9,9,6,10,8,7,8,10,7,30,2,,0
3/11/23 7:07,3/11/23 7:20,0,100,781,1,3/11/23 7:20,R_3HAomC4iqfsaj2G,,,,,anonymous,EN,50,0,1,,0,,6,0,5,1,,2,2,10,10,2,10,3,1,0,4,1,4,1,4,10,10,9,1,,1,,9,8,8,7,9,9,9,6,5,3,8,5,2,9,9,1,,6,6,2,"1,4,10","3,5,6,9",,Insecurity. I liked the attention and wanted to be desired. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,4,2,5,4,1,3,4,9,4,10,2,37,2,,0
3/11/23 7:08,3/11/23 7:20,0,100,721,1,3/11/23 7:20,R_2S8KnoxQwwY39My,,,,,anonymous,EN,43,1,1,,1,,6,0,2,1,,1,1,1,8,8,7,6,1,2,5,9,9,5,5,2,2,9,0,,0,,10,8,8,10,10,8,11,10,7,10,10,7,7,9,9,2,4,5,5,4,"1,2,4,5,6","1,2,4,5,6",For sexual pleasure and emotional neediness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,4,5,9,9,6,4,8,6,6,10,6,39,1,,0
3/11/23 7:14,3/11/23 7:21,0,100,397,1,3/11/23 7:21,R_1f3Mahs8opQwrB4,,,,,anonymous,EN,23,0,3,,0,,"2,3",0,1,,,,,5,8,7,0,3,8,7,5,6,6,0,10,5,0,9,0,,1,,4,4,8,9,9,8,7,6,8,6,6,6,1,6,5,2,2,4,4,3,"3,4,5,9,10","2,4,10","Feelings for more than one person, finding it more comfortable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:17,3/11/23 7:22,0,100,314,1,3/11/23 7:22,R_ywPklLB8sAbfRNn,,,,,anonymous,EN,28,1,3,,0,,"3,5",0,1,,,,,5,5,7,5,7,5,5,5,5,7,5,7,2,0,9,0,,1,,6,4,8,7,7,6,10,6,6,2,1,6,6,6,6,2,1,4,4,3,"1,2,4,9","1,2,4,9",Because they have the capability to be vulnerable with more than one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:13,3/11/23 7:22,0,100,569,1,3/11/23 7:22,R_bfR6otXr748PBWV,,,,,anonymous,EN,42,0,1,,0,,6,0,1,,,,,1,1,2,1,4,4,3,8,7,8,7,8,7,9,9,1,,1,,5,6,8,10,10,6,9,9,9,5,5,6,5,8,8,2,2,6,6,4,"1,6","2,3,10",For double the attention and more variety in their sexual life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:14,3/11/23 7:22,0,100,470,1,3/11/23 7:22,R_1GQwqbSgiR9IRLT,,,,,anonymous,EN,54,0,2,,0,,6,0,1,,,,,5,4,5,5,6,6,5,5,4,5,5,6,5,4,9,0,,0,,6,6,8,6,7,7,8,3,4,4,4,6,6,5,5,2,1,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10",i can not say for sure.  It is something outside of the realm of my experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:16,3/11/23 7:23,0,100,365,1,3/11/23 7:23,R_2dB9BOocjkHG1ga,,,,,anonymous,EN,42,1,1,,1,,6,0,5,1,,3,5,2,3,1,2,1,2,2,2,6,10,10,9,10,10,9,0,,0,,4,6,5,8,7,9,10,9,6,10,8,9,6,6,5,2,1,3,5,2,1,5,Sex ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,6,5,6,7,8,6,8,3,6,9,10,3,35,1,,0
3/11/23 7:15,3/11/23 7:23,0,100,478,1,3/11/23 7:23,R_1FFYPGJ0WyYbCHT,,,,,anonymous,EN,53,1,1,,1,,5,0,2,1,,1,4,5,7,3,8,5,4,8,4,6,7,4,3,2,4,9,1,,0,,8,8,8,10,9,8,9,6,6,9,8,11,11,8,4,1,,5,3,2,"1,2",5,,It sounded fun and exciting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,7,7,10,10,9,8,9,6,3,1,6,10,6,58,1,,0
3/11/23 7:13,3/11/23 7:24,0,100,622,1,3/11/23 7:24,R_1lynXj5Q6RvJDgu,,,,,anonymous,EN,56,0,1,,0,,6,0,2,1,,1,1,0,2,9,3,9,4,4,5,4,9,4,9,4,4,9,1,,1,,9,9,8,10,10,10,8,8,3,10,9,7,6,6,6,2,3,4,4,3,"1,2,3,4,5,6,9,10","1,2,3,4,5,6,9,10","Give life a sense of purpose by trying a social experiment, I guess? Strong sex drive and strong attraction to two people? I never really felt the desire, so it's hard to say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,10,11,7,7,9,7,10,8,8,6,7,10,7,55,2,,0
3/11/23 7:16,3/11/23 7:24,0,100,485,1,3/11/23 7:24,R_27k7rKuQXhjT8fE,,,,,anonymous,EN,26,0,3,,0,,6,0,4,1,,2,4,3,5,5,4,7,3,5,5,4,7,4,8,5,5,9,1,,0,,6,7,8,7,8,7,6,5,4,5,7,6,4,6,6,2,4,4,4,3,"1,2,3,4,5,9,10","3,4,5,9,10",So they wouldn’t depend on one person to meet all their needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,7,9,5,7,7,7,5,6,7,10,6,29,2,,0
3/11/23 7:15,3/11/23 7:24,0,100,552,1,3/11/23 7:24,R_3m9IKNmlgE73pQS,,,,,anonymous,EN,22,1,1,,1,,2,0,1,,,,,0,9,10,6,10,0,0,0,10,10,4,10,0,1,9,0,,0,,9,10,8,8,8,7,8,8,6,5,5,6,8,6,6,2,4,4,4,3,"1,2,4,6,10","1,2,4,6,10",I think someone would enter this type of relationship due to them being open minded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:17,3/11/23 7:24,0,100,451,1,3/11/23 7:24,R_1P72YrdKzXs9Vqi,,,,,anonymous,EN,69,1,1,,1,,6,0,2,1,,3,1,5,5,6,6,6,4,6,6,6,6,6,6,2,0,9,0,,0,,6,7,8,7,7,7,7,7,7,6,7,8,6,8,6,2,1,4,,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,8,8,8,8,7,7,6,8,7,8,10,8,68,1,,0
3/11/23 7:01,3/11/23 7:24,0,100,1382,1,3/11/23 7:24,R_2R1SKJgWEEdqRze,,,,,anonymous,EN,74,0,1,,0,,6,0,2,1,,2,4,3,4,6,6,6,3,5,5,5,6,6,5,4,6,9,1,,1,,5,4,8,8,7,7,7,8,7,6,6,8,7,6,6,2,1,3,3,2,"1,2,4,9,10","1,3,4,5,9","The only reason I could think would be financial. Pretty much all of the other qualities would be important - someone to have fun with, that provides emotional support, is pretty good in bed, generous & fairly intelligent. I wouldn't enter into a relationship with anyone who was lacking in those qualities, but if I found someone who had them all, but I needed financial help, then I'd enter into a polyamorous relationship for financial assistance & problem solving, since most problems would be of a financial nature. I don't see me ever doing that, mainly because of time. I put a lot of value on my friendships with women & I also like some alone time. One man is enough for me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,8,6,6,5,6,5,8,5,6,10,6,63,2,,0
3/11/23 7:10,3/11/23 7:24,0,100,862,1,3/11/23 7:24,R_sYC6bPTTcAPguCB,,,,,anonymous,EN,64,1,1,,1,,6,0,2,1,,1,3,1,0,7,7,6,5,5,4,7,7,7,5,4,5,9,0,,0,,7,8,8,7,7,4,8,5,8,2,2,6,7,5,5,2,4,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",To fulfill a need that they can't give/receive other partner. For variety. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,10,7,8,9,9,2,2,8,7,9,10,7,63,1,,0
3/11/23 7:16,3/11/23 7:25,0,100,536,1,3/11/23 7:25,R_3sflmFw2ktaRiwx,,,,,anonymous,EN,29,1,1,,1,,6,0,2,1,,3,2,2,7,5,5,5,4,5,6,6,6,5,6,5,3,9,0,,0,,7,6,8,8,7,8,8,5,7,8,6,5,6,5,6,2,1,6,5,4,"1,4,6","1,2,4",They decide one person doesnt completely meet their needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,8,6,5,7,6,10,6,6,5,7,10,7,29,1,,0
3/11/23 7:10,3/11/23 7:25,0,100,861,1,3/11/23 7:25,R_3qvZ7xNMOFOkXZl,,,,,anonymous,EN,58,0,1,,0,,6,0,2,3,10,2,4,3,3,6,10,4,4,2,6,3,6,8,5,7,3,9,0,,1,,8,8,8,8,8,8,9,10,6,8,9,9,10,9,9,,,4,5,4,"1,10","2,4,10",,I like a lot of sex and the variety ,10,9,11,10,10,10,10,10,7,7,10,6,6,10,10,59,2,,9,9,9,9,9,8,9,10,6,8,10,10,10,9,38,2,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:14,3/11/23 7:25,0,100,670,1,3/11/23 7:25,R_2zCSBU6a6Xh9X9g,,,,,anonymous,EN,51,0,1,,0,,6,0,5,1,,6,7,5,5,7,5,6,3,5,5,5,7,5,5,3,4,9,1,,1,,6,6,8,6,8,6,11,3,2,3,8,6,6,6,3,2,1,4,4,3,"1,2,4","1,2,4",because something is missing in the other realtionship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,8,9,8,6,6,6,6,6,1,6,10,6,53,2,,0
3/11/23 7:16,3/11/23 7:25,0,100,560,1,3/11/23 7:25,R_27369Vjj74sPcu9,,,,,anonymous,EN,33,1,1,,1,,3,0,2,1,,2,5,4,10,2,10,4,1,1,3,10,3,10,8,1,3,9,0,,0,,8,10,8,10,10,7,6,6,5,9,9,6,6,10,7,2,3,4,5,4,"1,5,10","1,3,4",Because they like to be swingers and that’s one of the couple fantasies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,7,6,7,8,9,7,6,6,7,6,9,10,7,29,1,,0
3/11/23 7:20,3/11/23 7:25,0,100,334,1,3/11/23 7:25,R_2XbKDZtszpQzur6,,,,,anonymous,EN,28,1,1,,1,,6,0,2,1,,3,2,2,10,3,6,6,6,4,4,5,5,4,5,5,5,9,0,,0,,8,7,8,9,9,7,8,5,6,9,10,6,7,7,7,2,1,3,3,4,"1,10","2,4",TO have more options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,8,9,7,7,8,7,8,9,5,4,8,10,8,27,1,,0
3/11/23 7:05,3/11/23 7:26,0,100,1258,1,3/11/23 7:26,R_3n0FDT11GedpJil,,,,,anonymous,EN,39,1,1,,1,,6,0,2,1,,2,5,5,6,6,6,5,4,6,2,7,4,7,4,5,3,9,0,,0,,7,6,8,8,8,7,9,7,6,8,7,6,7,8,7,2,2,5,4,2,"1,2,3,4,5,6,9,10","1,2,4,10",Looking for more in life or not completely satisfied with current partner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,9,8,6,6,7,6,6,6,8,10,7,36,1,,0
3/11/23 7:17,3/11/23 7:26,0,100,505,1,3/11/23 7:26,R_3g16o3WrHDLzXHF,,,,,anonymous,EN,50,1,1,,1,,6,0,2,1,,1,1,6,5,6,3,6,4,8,1,8,5,8,5,3,2,9,0,,0,,6,6,8,7,7,6,6,7,7,8,6,7,7,6,6,2,4,2,2,1,"1,2,3,4,5,6,9,10","1,4,10",To achieve maximum satisfaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,9,9,7,8,6,6,6,6,6,10,6,50,1,,0
3/11/23 7:12,3/11/23 7:26,0,100,858,1,3/11/23 7:26,R_eXNeOvoHtEyVyVj,,,,,anonymous,EN,28,1,1,,1,,6,2,1,,,,,10,10,3,4,3,3,4,10,10,3,2,2,3,3,1,0,,0,,8,9,8,5,3,8,6,4,4,1,9,1,2,3,1,2,3,4,4,3,"1,2,3,4,5,9,10","1,2,3,4,5,9,10",Because it's less pressure and more support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3/11/23 7:18,3/11/23 7:26,0,100,522,1,3/11/23 7:26,R_ukVVhhX1IBgFcA1,,,,,anonymous,EN,25,0,4,Asexual,0,,6,0,1,,,,,2,8,2,1,7,3,4,10,3,10,1,7,4,8,9,0,,2,,2,4,8,8,7,6,7,4,5,7,6,1,1,6,6,2,5,3,4,3,"2,4,10","3,4,5",Because that is the relationship structure that works best for them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
