StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_4_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,orange_gender ,orange_gender _4_TEXT,blue_gender,self_ambition1,self_ambition2 ,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT,textQuality
11/18/22 8:08,11/18/22 8:17,0,168.103.63.137,100,579,1,11/18/22 8:17,R_XzdDF76xBk6rASl,,,,,46.7546,-92.5408,anonymous,EN,22,0,1,,1,,6,0,5,1,,3,3,8,3,7,1,8,2,5,4,4,7,4,8,3,6,2,,2,6,5,8,7,8,9,4,4,5,7,6,6,6,5,2,1,I think it’s different for everyone. One reason to have more people to spend their time with. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,7,6,9,10,6,6,8,9,6,6,23,2,,0
11/18/22 8:14,11/18/22 8:19,0,99.1.206.185,100,253,1,11/18/22 8:19,R_1FmpqKN83rsYrnu,,,,,34.0782,-84.6485,anonymous,EN,33,0,1,,1,,"3,6",0,4,1,,4,5,7,8,8,9,8,5,5,6,9,5,0,0,0,0,2,,2,5,5,5,5,7,9,7,6,5,5,8,7,6,4,2,2,They want to have options and not be tied down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,10,9,7,7,8,9,9,10,6,9,8,8,41,2,,0
11/18/22 8:12,11/18/22 8:19,0,208.114.92.107,100,400,1,11/18/22 8:19,R_UFHzV9yICdLY8Tv,,,,,34.6196,-98.4543,anonymous,EN,44,0,3,,1,,6,0,2,1,,2,3,5,5,7,5,7,1,3,5,5,7,6,7,4,3,1,,2,5,5,7,7,9,7,6,5,6,6,7,6,6,6,2,2,To get aspects of their relationship fulfilled that aren't currently being met.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,8,11,10,9,6,10,10,6,5,9,9,49,2,,0
11/18/22 8:16,11/18/22 8:20,0,75.67.206.167,100,184,1,11/18/22 8:20,R_1i2s6ZcS6jduL18,,,,,41.7465,-70.5914,anonymous,EN,36,0,3,,1,,6,0,1,,,,,3,1,2,2,5,6,7,7,6,6,6,7,6,6,2,,2,3,2,6,6,5,8,5,7,3,2,8,7,5,3,2,1,They like to have different options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:11,11/18/22 8:20,0,104.152.207.158,100,489,1,11/18/22 8:20,R_2qE3hx4dbV4ZXkg,,,,,45.4356,-117.2913,anonymous,EN,32,1,1,,2,,6,0,2,1,,,1,3,3,3,7,10,0,0,3,7,3,7,10,6,8,1,,1,5,4,6,8,6,8,7,7,6,4,7,7,7,6,2,1,They have a sting sex drive or they want different people to meet different needs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,8,7,9,8,8,10,9,9,9,8,8,31,1,,0
11/18/22 8:15,11/18/22 8:20,0,162.224.207.188,100,275,1,11/18/22 8:20,R_3nu5p3smZLEJI9n,,,,,36.1053,-79.8762,anonymous,EN,39,1,1,,2,,6,0,2,1,,1,2,2,6,5,7,7,2,6,4,7,7,3,5,2,7,1,,1,7,6,8,7,3,5,6,5,8,8,7,4,7,7,2,1,"I honestly have no clue, its hard enough being a good partner to one person, Im not sure why someone would want to do that with more than one person and all the conflict and issues that might cause, even if it is consensual. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,6,5,8,8,8,6,5,4,6,4,6,7,38,1,,0
11/18/22 8:10,11/18/22 8:20,0,142.196.248.176,100,575,1,11/18/22 8:20,R_2sWTdCico7nBEOU,,,,,28.6529,-81.2106,anonymous,EN,47,0,1,,1,,2,0,2,1,,2,5,6,4,10,9,10,2,8,2,3,3,4,6,1,2,2,,2,11,11,10,10,10,11,7,5,8,10,11,4,8,6,2,3,"Some people simply have a free spirit and are attracted physically, emotionally, and intellectually to more than one person.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10,11,10,11,9,6,10,11,9,11,9,9,48,2,,0
11/18/22 8:13,11/18/22 8:20,0,172.223.58.93,100,430,1,11/18/22 8:20,R_82JzHDeGYlSa7Jf,,,,,32.6414,-85.3755,anonymous,EN,31,0,1,,2,,6,1,4,2,,1,1,7,6,6,6,8,5,5,3,7,5,7,5,0,0,1,,1,6,7,10,10,9,11,10,10,5,6,11,11,7,8,,,,"I thought my lack of typical jealousy might be an indicator that I was polyamorous. I'm a very giving person with a big heart and enjoy loving more than one person, especially if they also love each other. I like to see my partners in love with each other, too. I experience very little jealousy compared to the typical person. As long as no one is cheating on me behind my back, I enjoy seeing my partners happy.",9,9,7,7,10,11,10,10,6,9,8,8,8,6,30,1,,5,5,6,6,7,10,8,7,6,4,9,9,6,7,29,1,,,,,,,,,,,,,,,,,,,0
11/18/22 8:17,11/18/22 8:21,0,162.198.70.104,100,238,1,11/18/22 8:21,R_1nOX8E6i961cpGN,,,,,32.7638,-117.07,anonymous,EN,37,1,1,,2,,6,2,2,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:10,11/18/22 8:21,0,47.38.82.88,100,629,1,11/18/22 8:21,R_aVMncPfXbCmvauJ,,,,,35.9188,-81.5403,anonymous,EN,26,0,3,,1,,5,0,4,1,,2,4,5,6,6,6,6,4,5,5,5,6,6,6,0,4,1,,2,7,6,8,9,7,8,9,10,8,6,10,8,8,8,2,1,They can’t be faithful to just one person at a time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,6,8,10,11,9,6,7,10,8,8,7,26,2,,0
11/18/22 8:14,11/18/22 8:21,0,72.83.111.52,100,403,1,11/18/22 8:21,R_3KGvpn1hkewhXv9,,,,,39.1181,-76.8396,anonymous,EN,34,0,1,,1,,1,0,2,1,,1,4,8,8,5,9,5,4,10,0,9,0,10,2,0,0,2,,2,8,9,9,9,5,6,6,5,9,8,7,7,7,7,2,1,Having needs that can't be met by one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,8,11,8,8,9,8,6,4,8,8,33,2,,0
11/18/22 8:13,11/18/22 8:21,0,65.222.240.195,100,478,1,11/18/22 8:21,R_vxIXP54BmBAHv33,,,,,37.2532,-80.4347,anonymous,EN,20,1,1,,2,,6,0,5,1,,2,3,5,5,4,3,5,1,3,7,6,7,5,7,5,7,1,,1,6,6,7,7,7,8,7,6,8,7,6,5,6,6,2,1,They want different things in their partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,8,8,6,8,8,7,8,8,8,7,6,22,1,,0
11/18/22 8:17,11/18/22 8:21,0,108.27.255.192,100,203,1,11/18/22 8:21,R_tWpVofYFEl83LPz,,,,,40.8777,-73.908,anonymous,EN,33,0,1,,1,,6,0,2,1,,1,1,4,0,7,7,4,3,5,5,6,7,7,6,4,5,2,,2,8,8,8,8,7,6,6,6,6,8,6,6,6,6,2,1,It's their thing and they might want to be more completely fulfilled?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,9,10,8,8,6,6,8,9,9,9,9,7,42,2,,0
11/18/22 8:08,11/18/22 8:21,0,12.14.208.194,100,746,1,11/18/22 8:21,R_31aTjVcIVWWoo2J,,,,,38.6332,-90.2176,anonymous,EN,51,0,1,,1,,6,0,5,1,,3,4,1,2,1,1,3,2,3,8,8,8,10,10,3,10,2,,2,11,11,10,11,10,11,8,6,6,9,8,7,10,10,2,1,They need too much attention that one person cannot fill. I would think a person who does this is never satisfied or able to truly connect with one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,10,9,11,8,6,8,7,11,6,6,34,2,,0
11/18/22 8:12,11/18/22 8:21,0,98.16.34.230,100,583,1,11/18/22 8:21,R_eRqnJuMP0yS6Z4B,,,,,35.2568,-82.1991,anonymous,EN,64,1,1,,2,,6,0,2,1,,4,6,5,6,5,5,7,2,5,5,7,5,7,7,3,1,1,,1,6,6,7,8,5,8,5,8,9,6,8,6,6,6,2,2,They may want a more interesting sex life or just want more experiences dealing with and appreciating the qualities of other people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,8,8,7,7,5,5,6,4,6,6,65,1,,0
11/18/22 8:08,11/18/22 8:22,0,74.70.237.134,100,832,1,11/18/22 8:22,R_3pseZrDXHUVyoTI,,,,,43.0842,-75.2287,anonymous,EN,64,0,1,,1,,6,0,5,1,,3,5,0,10,5,10,5,0,5,0,10,5,10,5,0,5,2,,2,2,5,6,6,6,6,6,2,6,3,6,5,3,4,2,2,they are attracted to them and they care about them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,5,6,7,6,5,6,7,6,6,6,35,2,,0
11/18/22 8:12,11/18/22 8:22,0,70.119.136.131,100,567,1,11/18/22 8:22,R_2Y53jc2h5ASKkvx,,,,,32.8548,-97.0819,anonymous,EN,35,1,1,,2,,6,0,2,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,1,6,5,6,6,6,6,9,7,1,2,6,11,5,6,2,4,more variety in a relationship. more working adults living under one roof makes things cheaper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,9,8,10,11,4,4,6,8,6,5,4,5,37,1,,0
11/18/22 8:11,11/18/22 8:22,0,24.254.205.200,100,663,1,11/18/22 8:22,R_2WNmKIAnFnNz2s7,,,,,36.8558,-76.0042,anonymous,EN,64,1,1,,2,,6,0,2,1,,4,7,2,6,5,5,6,5,4,6,6,5,5,6,5,4,1,,1,9,8,8,10,5,9,6,6,10,7,6,8,9,7,2,1,They have more of an open mind and different beliefs than I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,10,8,11,10,9,8,10,10,9,6,10,10,58,1,,0
11/18/22 8:15,11/18/22 8:22,0,71.83.237.69,100,418,1,11/18/22 8:22,R_1mCUue1bubGfkjL,,,,,46.3257,-119.3067,anonymous,EN,32,1,1,,2,,6,0,4,1,,5,5,6,10,10,8,10,7,10,9,0,0,0,0,0,0,1,,2,10,10,9,11,11,8,10,8,6,7,4,5,10,10,2,5,Sometimes we feel the need to explore and see other people but still adore the ones we are with ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,10,9,10,10,11,7,6,9,11,11,11,11,31,1,,0
11/18/22 8:17,11/18/22 8:23,0,74.102.97.27,100,352,1,11/18/22 8:23,R_DNxyqhYXT23wL6x,,,,,40.912,-74.554,anonymous,EN,20,1,1,,2,,6,0,1,,,,,5,8,6,3,8,3,3,5,8,6,3,8,2,2,1,,1,4,4,6,6,6,7,7,3,5,6,3,5,6,4,2,1,I'm honestly not sure. I think it's okay though as long as everyone involved is okay with it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:20,11/18/22 8:23,0,216.252.196.53,100,186,1,11/18/22 8:23,R_1QK3vS8jWGS4yYz,,,,,37.2532,-80.4347,anonymous,EN,34,0,2,,1,,6,0,5,1,,3,2,5,6,7,3,8,4,3,4,6,7,4,7,3,3,1,,1,6,4,9,9,9,9,8,8,4,6,9,6,5,4,2,1,differing sexual needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,9,10,6,6,8,8,5,8,10,8,34,1,,0
11/18/22 8:16,11/18/22 8:23,0,98.160.76.19,100,412,1,11/18/22 8:23,R_1ILWt49PcM6sgsz,,,,,41.4866,-81.8037,anonymous,EN,38,0,1,,1,,6,0,2,1,,1,1,3,6,6,6,6,3,5,3,6,6,6,6,2,6,2,,2,4,5,8,8,10,6,10,6,10,7,3,3,6,6,2,1,Theyre insecure?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,8,6,8,7,7,6,11,10,6,5,9,8,36,2,,0
11/18/22 8:17,11/18/22 8:23,0,73.206.229.220,100,359,1,11/18/22 8:23,R_27BZKQzDbbWeqSQ,,,,,29.5542,-95.7325,anonymous,EN,39,0,1,,1,,3,0,2,1,,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,11,11,9,9,9,10,10,9,6,6,11,9,8,8,2,1,lack of something else in life that makes them feel confident in themselves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,8,8,11,9,7,11,11,11,10,11,37,2,,0
11/18/22 8:13,11/18/22 8:23,0,73.44.195.11,100,586,1,11/18/22 8:23,R_vH14Knc1fXqunaF,,,,,42.0439,-88.0861,anonymous,EN,39,0,1,,1,,6,0,2,1,,3,6,4,6,6,5,5,4,4,5,7,7,5,5,4,3,2,,2,7,6,7,6,7,9,6,6,5,7,7,8,6,6,2,4,"To prevent boredom, explore options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,6,6,6,6,6,7,6,8,6,6,49,2,,0
11/18/22 8:19,11/18/22 8:23,0,70.136.19.114,100,245,1,11/18/22 8:23,R_3nMkAPZYpQAUyFH,,,,,33.8332,-84.6031,anonymous,EN,24,0,4,asexual,1,,3,0,1,,,,,5,5,7,4,6,3,4,2,7,7,5,7,1,7,1,,1,5,5,9,9,8,6,6,7,6,6,6,2,8,6,2,2,they want to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:16,11/18/22 8:23,0,50.80.212.144,100,456,1,11/18/22 8:24,R_6LQZoI0uL2Yds53,,,,,42.2698,-89.2393,anonymous,EN,30,0,1,,1,,6,0,2,1,,5,7,3,6,5,6,6,3,5,5,5,5,6,6,4,5,2,,1,6,5,8,8,6,7,7,5,7,6,8,7,8,8,2,2,They personally have the emotional and mental capacity to have more than one partner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,8,5,6,6,5,7,7,6,6,6,36,2,,0
11/18/22 8:12,11/18/22 8:24,0,173.68.24.56,100,667,1,11/18/22 8:24,R_10GFvf8RkwMv3nu,,,,,40.9058,-73.3381,anonymous,EN,60,1,1,,2,,6,1,5,2,,2,2,3,7,9,8,7,1,1,1,7,8,8,7,1,2,1,,1,7,6,8,8,7,7,7,7,9,7,7,6,7,7,,,,I have been friends with both of them since the 1980s. One is married to someone else but she has been miserable. The other one moved to a different state so that limits our time together. ,9,7,10,9,9,8,8,9,9,7,6,6,9,8,60,1,,7,7,8,7,7,8,8,8,7,7,9,9,7,7,54,1,,,,,,,,,,,,,,,,,,,0
11/18/22 8:15,11/18/22 8:24,0,174.199.66.17,100,497,1,11/18/22 8:24,R_2uWZEastqrpmacD,,,,,44.9948,-93.2548,anonymous,EN,36,0,1,,1,,6,0,2,1,,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,8,9,9,10,9,9,9,9,9,9,10,7,7,8,2,2,To fulfill things the other can’t and add excitement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,9,11,11,10,9,10,9,10,9,10,10,33,2,,0
11/18/22 8:13,11/18/22 8:24,0,98.243.93.22,100,642,1,11/18/22 8:24,R_28Yb8duUzjaYSfl,,,,,42.5353,-83.7768,anonymous,EN,66,0,1,,1,,6,0,2,1,,1,6,8,5,6,5,6,5,6,5,5,5,5,6,1,2,2,,2,6,6,7,8,8,9,6,6,6,6,6,7,7,6,2,1,"To add more excitement to their average life, maybe?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,7,8,6,6,5,6,6,9,5,6,6,62,2,,0
11/18/22 8:21,11/18/22 8:24,0,69.1.192.41,100,186,1,11/18/22 8:24,R_31XkEgo6XE2OvXl,,,,,38.0564,-84.5072,anonymous,EN,19,0,1,,1,,2,0,1,,,,,5,2,6,5,4,9,8,7,4,4,2,10,3,1,2,,1,6,2,3,8,8,11,3,8,9,4,3,9,6,7,2,2,curiosity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:18,11/18/22 8:25,0,67.235.220.13,100,401,1,11/18/22 8:25,R_DzTF0h6HiMDMwp3,,,,,29.1254,-82.0076,anonymous,EN,37,1,1,,2,,6,0,2,1,,2,3,2,10,3,6,10,1,2,2,10,3,6,10,3,2,1,,1,6,6,8,8,7,7,6,5,7,7,6,9,6,6,2,3,I think they would to get their needs met when their current partner is not doing so.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,7,7,7,8,8,7,7,8,6,3,7,7,37,1,,0
11/18/22 8:20,11/18/22 8:25,0,173.15.248.201,100,282,1,11/18/22 8:25,R_sjOV6gVFAA0gT8R,,,,,42.2314,-83.6344,anonymous,EN,33,1,1,,2,,6,0,5,1,,1,3,2,9,4,8,7,2,1,5,9,6,3,7,2,5,1,,1,6,5,8,9,6,8,7,8,8,6,7,7,7,7,2,1,"novelty, bragging rights, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,9,9,9,10,10,5,5,9,8,7,6,31,1,,0
11/18/22 8:16,11/18/22 8:25,0,50.207.249.202,100,528,1,11/18/22 8:25,R_9GKqrRauZg39iBr,,,,,40.6777,-74.3656,anonymous,EN,51,1,3,,2,,1,0,2,1,,2,3,0,2,5,6,7,3,5,8,8,8,5,7,3,3,2,,1,9,8,8,8,8,8,6,6,8,8,6,6,7,6,2,1,I really have no idea why anyone would do it. It does not make any sense to me. The point of a relationship is that you are in someway attracted to the other person. A polyamourus relationship would imply the opposite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,7,8,8,7,7,7,7,6,7,7,50,1,,0
11/18/22 8:21,11/18/22 8:25,0,73.121.52.185,100,244,1,11/18/22 8:25,R_3rFZsGrzTkYxl6J,,,,,36.6542,-80.9077,anonymous,EN,33,1,1,,2,,6,0,5,1,,3,3,2,5,7,7,9,5,4,7,2,7,4,7,4,0,1,,2,7,6,6,6,7,9,6,6,4,6,6,8,7,7,2,1,Bored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,6,7,8,8,7,6,7,7,8,7,7,30,1,,0
11/18/22 8:08,11/18/22 8:25,0,174.99.1.144,100,1042,1,11/18/22 8:25,R_RxaiXNwuA3bxbkR,,,,,35.7633,-78.71,anonymous,EN,34,1,1,,2,,2,0,5,1,,2,3,5,5,10,2,4,5,4,6,5,4,5,3,5,7,1,,1,10,9,8,8,10,9,6,5,5,6,5,7,6,8,2,2,They have someone to be dominant in the areas their other partner lacks in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,4,8,4,8,9,3,3,10,10,8,8,25,1,,0
11/18/22 8:17,11/18/22 8:25,0,172.58.85.148,100,472,1,11/18/22 8:25,R_1mwVf46kO7h1gVH,,,,,44.9399,-93.2548,anonymous,EN,21,0,1,,1,,6,0,5,1,,,5,8,6,10,8,7,6,4,4,3,2,4,3,3,2,1,,2,4,6,6,5,8,6,6,3,1,6,10,10,6,6,2,1,They crave attention ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,10,9,10,11,11,11,1,10,11,10,9,6,26,2,,0
11/18/22 8:21,11/18/22 8:25,0,173.196.169.146,100,235,1,11/18/22 8:25,R_1jB9Df1K1IDmaOk,,,,,34.2047,-118.573,anonymous,EN,34,1,1,,2,,3,0,1,,,,,3,6,7,8,7,7,7,7,4,3,3,3,1,4,1,,1,6,6,9,7,7,7,7,4,7,6,6,5,7,6,1,,To avoid dealing with intimacy with a single person,A disregard for long-term prospects with either,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:15,11/18/22 8:25,0,66.186.230.69,100,623,1,11/18/22 8:25,R_1kTzHwTBjhqst6g,,,,,30.3064,-90.9427,anonymous,EN,37,1,1,,2,,6,0,2,1,,1,2,4,7,5,5,7,2,5,4,7,5,5,7,2,5,1,,1,5,3,10,8,8,9,7,5,7,6,6,11,9,9,2,4,They are interested in more than one person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,7,7,9,8,8,8,9,8,7,7,9,8,34,1,,0
11/18/22 8:18,11/18/22 8:26,0,172.58.158.56,100,455,1,11/18/22 8:26,R_2pVOhFjWcF5ADb6,,,,,35.2296,-80.843,anonymous,EN,22,1,1,,2,,"2,5,6",0,5,1,,5,6,2,10,2,10,7,1,3,4,8,3,10,6,0,4,1,,1,7,7,9,9,10,8,9,7,4,7,8,8,9,8,2,5,Someone would enter a relationship if they are a good fit for the people already in a relationship. Maybe this person can add qualities that the other two can not give each other.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,6,4,7,5,8,6,7,7,6,8,4,4,24,1,,0
11/18/22 8:17,11/18/22 8:26,0,35.141.56.187,100,497,1,11/18/22 8:26,R_BXTgWvOBWE1g0F3,,,,,29.0422,-81.2863,anonymous,EN,47,1,1,,2,,6,0,2,1,,3,6,5,6,7,6,7,1,1,5,7,8,7,8,1,1,1,,1,7,6,7,7,6,8,6,4,4,1,6,8,3,4,2,2,Because it is something that everyone involved wants and is comfortable with.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,6,8,6,7,8,9,7,7,9,8,45,1,,0
11/18/22 8:21,11/18/22 8:26,0,45.19.120.160,100,270,1,11/18/22 8:26,R_2WGWExZVBYupUtT,,,,,39.1918,-96.5818,anonymous,EN,34,1,1,,2,,6,0,1,,,,,0,10,5,10,10,0,0,0,10,5,10,10,0,0,1,,1,7,8,5,7,7,8,7,9,7,6,6,8,6,7,1,,more love is better than less love,I had A LOT of free time and met a few individuals that were open and actually suggested the arrangement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:21,11/18/22 8:27,0,73.115.70.197,100,311,1,11/18/22 8:27,R_1oG7QWslXpjpVRX,,,,,29.5523,-95.7969,anonymous,EN,35,1,1,,2,,6,0,5,1,,2,2,3,6,3,7,4,2,3,7,7,7,7,6,3,5,1,,1,8,7,7,8,8,10,8,10,7,7,8,8,8,8,2,2,Some people just have different ways of living than the social norms. I do not find anything wrong with it as long as all parties are consenting and happy with it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,7,10,8,9,8,9,9,7,6,8,8,33,1,,0
11/18/22 8:19,11/18/22 8:27,0,75.91.12.243,100,476,1,11/18/22 8:27,R_DCsNe0XImvkZ2TL,,,,,31.6005,-83.26,anonymous,EN,32,1,1,,2,,6,0,1,,,,,6,2,3,9,5,7,8,3,6,2,2,2,10,5,1,,1,6,1,3,6,6,6,6,6,6,6,6,6,6,6,2,1,they might like to date more than one person ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:15,11/18/22 8:27,0,146.168.161.174,100,748,1,11/18/22 8:27,R_2SrDSpqloBzk9Gx,,,,,38.0573,-76.6616,anonymous,EN,70,1,2,,2,,6,0,2,1,,1,1,3,5,4,7,9,8,8,2,2,3,3,5,6,5,2,,2,10,10,9,6,6,8,7,8,11,10,10,10,9,8,2,5,no one person will fulfill all my wants and desires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,10,11,8,8,9,8,11,10,6,9,9,6,68,2,,0
11/18/22 8:23,11/18/22 8:27,0,76.153.72.121,100,248,1,11/18/22 8:27,R_2sZa3dtsi1gCsty,,,,,25.7259,-80.4036,anonymous,EN,49,1,1,,2,,6,0,1,,,,,3,7,10,7,10,0,0,7,6,10,3,7,0,0,1,,1,9,7,8,9,8,9,6,5,8,9,6,9,8,7,2,1,"I imagine somebody would enter a polyamorous relationship when they have found two people, whom they love equally, and could not choose just one person to be with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:12,11/18/22 8:28,0,66.189.253.100,100,928,1,11/18/22 8:28,R_3KVZHGQSnGEdNjk,,,,,38.9846,-119.1556,anonymous,EN,38,0,3,,1,,6,0,5,1,,3,5,5,2,9,8,10,0,0,6,4,8,8,10,0,0,1,,1,5,5,7,7,6,6,4,3,4,4,6,8,6,6,1,,,The ability to be sexually and emotionally close to more than one person. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,9,8,6,8,8,6,7,7,8,5,9,9,40,2,,0
11/18/22 8:25,11/18/22 8:28,0,97.120.155.98,100,195,1,11/18/22 8:28,R_2QJMjfM6J1uADVY,,,,,45.461,-122.7052,anonymous,EN,24,0,3,,1,,6,0,1,,,,,0,0,0,6,6,5,6,6,8,7,5,6,8,7,2,,2,9,8,8,9,10,8,8,7,6,8,8,9,9,6,2,2,to feel loved by many people at once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:20,11/18/22 8:28,0,73.129.109.170,100,464,1,11/18/22 8:28,R_2ROOlVUmWZOvNyi,,,,,39.5693,-76.9869,anonymous,EN,22,0,3,,1,,6,0,1,,,,,5,6,8,6,6,6,8,2,8,3,3,1,3,5,2,,2,6,6,8,7,8,6,7,7,9,6,6,6,5,6,2,2,I think someone would want to be in a polyamorous relationship because you have support from multiple people. Someone might be better for emotional support and someone else might be better when it comes to sex.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11/18/22 8:25,11/18/22 8:28,0,69.249.1.165,100,213,1,11/18/22 8:28,R_1OvmCDp5RnAaYPW,,,,,40.1922,-75.4339,anonymous,EN,24,0,3,,1,,6,0,5,1,,2,3,2,9,1,9,6,3,4,0,4,4,6,9,4,9,2,,2,4,2,9,8,9,9,10,9,10,8,7,6,6,5,2,1,because they are capable of loving more than one person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,8,10,10,11,8,6,9,9,11,10,10,24,2,,0
