StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_4_TEXT,race,poly_identity,rel_status,num_partners,num_partners_3_TEXT,jealousy_proneness_1,jealousy_intensity_1,bud_allo_1,bud_allo_2,bud_allo_3,bud_allo_4,bud_allo_5,bud_allo_6,bud_allo_7,bud_allo_8,bud_allo_9,bud_allo_10,bud_allo_11,bud_allo_12,bud_allo_13,bud_allo_14,orange_gender ,orange_gender _4_TEXT,blue_gender,self_ambition1,self_ambition2 ,self_intel1,self_intel2,self_kind1 ,self_kind2 ,self_attract1,self_attract2 ,self_finance1 ,self_finance2,self_sexy1 ,self_sexy2,self_status1 ,self_status2 ,entered_poly,openness_poly,monog_attn,poly_attn,actual_a_ambition1,actual_a_ambition2,actual_a_intel1,actual_a_intel2,actual_a_kind1,actual_a_kind2,actual_a_attract1,actual_a_attract2,actual_a_finance1,actual_a_finance2,actual_a_sexy1,actual_a_sexy2,actual_a_status1,actual_a_status2,actual_a_age,actual_a_gender ,actual_a_gender _4_TEXT,actual_b_ambition1,actual_b_ambition2 ,actual_b_intel1,actual_b_intel2 ,actual_b_kind1 ,actual_b_kind2 ,actual_b_attract1,actual_b_attract2,actual_b_finance1,actual_b_finance2 ,actual_b_sexy1 ,actual_b_sexy2 ,actual_b_status1 ,actual_b_status2 ,actual_b_age ,actual_b_gender ,actual_b_gender _4_TEXT,actual_ambition1,actual_ambition2 ,actual_intel1,actual_intel2 ,actual_kind1,actual_kind2,actual_attract1,actual_attract2,actual_finance1,actual_finance2,actual_sexy1,actual_sexy2,actual_status1,actual_status2 ,actual_partner_age ,actual_gender,actual_gender_4_TEXT
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_5zrqVslPOHzHNci,,,,,34.4373,-119.8341,test,,74,Prefer not to say,An option not listed here,Sit aliquet nonummy rutrum pretium primis egestas praesent! Dolor tortor. Dignissim elit ultricies vitae fermentum.,Non-binary,,"Asian or Pacific Islander,Black or African American,Native American or American Indian,White",Prefer not to say,Engaged,3 or more (please specify how many):,50,2,6,6,0,2,9,5,9,2,5,7,0,10,1,4,10,An option not listed here,Rhoncus. Tortor at auctor atque? Fermentum? Tempor ut? Faucibus vel facilisi quis.,Male,Extremely driven(Top 1 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),,,,"Facilisi. Consectetuer lorem viverra. Vulputate! Eleifend et fusce! Nullam malesuada tortor nonummy, phasellus tortor accusamus.",Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),Extremely weak sexual desire(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),13,Female,,(Bottom 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Extremely financially stable(Top 1 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),55,An option not listed here,Pede magnis posuere. Eget nulla. Commodo rhoncus temporibus! Porttitor enim dignissim est. Mi.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_db6ZkKw8JUazzka,,,,,34.4373,-119.8341,test,,98,Male,Bisexual,,Male,,Prefer not to say,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_1BrSdqBh9UZEgQe,,,,,34.4373,-119.8341,test,,43,Intersex,Prefer not to say,,An option not listed here,"Risus egestas praesent, montes fusce pellentesque pretium? Aliquet! Lacus. Laoreet lectus tincidunt. Ac. Ut.","Asian or Pacific Islander,Middle Eastern or North African,Native American or American Indian",Prefer not to say,Engaged,1,,3,2,1,9,4,0,8,8,0,2,5,10,10,3,6,4,Non-binary,,Female,Extremely driven(Top 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Top 32 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),Yes,,,"Curabitur, felis interdum. Arcu? Accusamus! Egestas tincidunt quis. Auctor platea phasellus risus dignissim ultricies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely driven(Top 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Top 8 out of 100 people),Extremely good in bed(Top 1 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),Aliquam fringilla. Luctus sed nonummy consectetuer ultricies atque at ac interdum temporibus ultricies ultricies.,Female,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_3wsAkDs0nlp1FVs,,,,,34.4373,-119.8341,test,,37,Male,Heterosexual,,Prefer not to say,,Prefer not to say,Prefer not to say,Engaged,1,,1,1,7,2,10,9,9,0,8,5,2,10,2,4,1,1,Male,,Female,(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),Extremely good in bed(Top 1 out of 100 people),(Bottom 32 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),Yes,,,"Integer, porta, sapien phasellus lorem arcu! Atque? Orci mi vivamus egestas eleifend urna.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Bottom 8 out of 100 people),(Top 3 out of 100 people),Extremely intelligent(Top 1 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),Nunc viverra sit augue vestibulum wisi elit etiam molestie. Leo risus.,Non-binary,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_0kTISyV0H2eQKEe,,,,,34.4373,-119.8341,test,,14,Female,Homosexual,,Non-binary,,Prefer not to say,"No, I do not consider myself polyamorous.",Married,3 or more (please specify how many):,31,2,5,4,6,0,6,10,2,2,6,0,8,1,7,10,8,Female,,Non-binary,Extremely driven(Top 1 out of 100 people),(Bottom 18 out of 100 people),Extremely unintelligent(Bottom 1 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),Extremely attractive body(Top 1 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),(Bottom 3 out of 100 people),Extremely good in bed(Top 1 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),,,,Iaculis. Diam eu vestibulum euismod lacus a lorem tempora metus? Molestie fermentum proin ac blandit.,(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Bottom 32 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),76,Male,,Extremely apathetic(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),84,Male,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_0qzlkTZoEQ236n4,,,,,34.4373,-119.8341,test,,14,Male,Bisexual,,Male,,Prefer not to say,"Yes, I consider myself polyamorous.",Engaged,2,,6,3,2,1,9,3,8,1,6,3,8,4,4,6,6,9,Male,,Female,Average (Top 50 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),,,,"Quam. Scelerisque porttitor eleifend rutrum justo risus. Et accusamus viverra commodo augue? Etiam, neque? Aliquam.",(Bottom 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 18 out of 100 people),29,An option not listed here,Convallis egestas temporibus est dapibus? Vel aenean facilisis id? Mauris ut temporibus? Tempora fermentum suspendisse.,(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Top 3 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),Extremely bad in bed(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Bottom 18 out of 100 people),64,An option not listed here,Pharetra suspendisse non blandit suscipit a suspendisse ligula facilisi magnis arcu porttitor est.,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_1yPkxtMm1SypJrw,,,,,34.4373,-119.8341,test,,44,Intersex,Prefer not to say,,Female,,"Asian or Pacific Islander,Hispanic or Latino,White","No, I do not consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_893Ai9XMTE86oIu,,,,,34.4373,-119.8341,test,,37,Prefer not to say,Prefer not to say,,Prefer not to say,,"Black or African American,Hispanic or Latino","Yes, I consider myself polyamorous.",Single,,,,,3,8,10,4,1,3,10,4,9,5,0,1,7,5,An option not listed here,"Arcu! Pharetra nibh malesuada duis nonummy enim donec tempus dictumst, diam volutpat fringilla non vitae.",Male,(Top 32 out of 100 people),(Bottom 18 out of 100 people),(Top 18 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Top 3 out of 100 people),(Bottom 8 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),Yes,,,"Natoque eleifend pellentesque a ultricies urna lorem enim ab vestibulum ridiculus eros, dignissim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_cCu0am98owXkvMa,,,,,34.4373,-119.8341,test,,73,Female,Prefer not to say,,Prefer not to say,,"Black or African American,Hispanic or Latino,Middle Eastern or North African,Native American or American Indian","Yes, I consider myself polyamorous.",Single,,,,,4,4,4,3,10,10,7,0,4,10,9,1,3,1,Male,,Female,(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 32 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),Extremely bad in bed(Bottom 1 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),Yes,,,Faucibus sapien fringilla? Vestibulum per. Ridiculus metus. Quis felis fusce tempora venenatis pretium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_6XTT99wiUVaHkYS,,,,,34.4373,-119.8341,test,,44,Prefer not to say,Bisexual,,Male,,Prefer not to say,Prefer not to say,Engaged,1,,2,4,4,1,6,2,10,5,9,6,9,1,9,0,5,3,Non-binary,,Female,(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),Average (Top 50 out of 100 people),(Bottom 8 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),Yes,,,Quis. Auctor. Venenatis wisi et ultricies scelerisque etiam lorem mi fermentum in ligula elit? Scelerisque.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),(Top 32 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Top 18 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Top 18 out of 100 people),Praesent morbi ridiculus sed auctor vestibulum dolorem est tellus at.,Male,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_cAQUZTQmuaA7M90,,,,,34.4373,-119.8341,test,,37,Intersex,An option not listed here,Velit euismod! Enim? Ab temporibus metus eros risus justo neque! Bibendum! Metus magna interdum.,Prefer not to say,,Prefer not to say,Prefer not to say,In a relationship,3 or more (please specify how many):,2,7,4,1,10,3,10,4,6,0,2,10,9,5,5,2,3,An option not listed here,"Aenean vulputate, quam rutrum luctus wisi euismod praesent convallis accumsan vivamus maecenas sollicitudin accusamus.",Female,(Bottom 18 out of 100 people),Extremely ambitious(Top 1 out of 100 people),(Bottom 3 out of 100 people),Extremely ignorant(Bottom 1 out of 100 people),Extremely selfish(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),Extremely weak sexual desire(Bottom 1 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),,,,Consequat nibh morbi! Sollicitudin ut. Felis. Egestas suspendisse justo tempus enim.,(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Top 3 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Top 32 out of 100 people),(Top 32 out of 100 people),(Top 18 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),Extremely looked up to by others(Top 1 out of 100 people),95,An option not listed here,Montes etiam gravida aliquam urna donec quam vestibulum eros? Tempor ultricies sed.,(Top 3 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),Extremely attractive body(Top 1 out of 100 people),(Top 3 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),80,Male,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_5pTTHYJE82M6L7U,,,,,34.4373,-119.8341,test,,30,Male,Prefer not to say,,Female,,"Asian or Pacific Islander,Middle Eastern or North African","No, I do not consider myself polyamorous.",In a relationship,Prefer not to say,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_0PVuz3PPTM0ZjU2,,,,,34.4373,-119.8341,test,,52,Intersex,An option not listed here,Donec ab platea dolor pretium? Pharetra lectus orci praesent ridiculus ipsum montes.,Non-binary,,"Asian or Pacific Islander,Black or African American,Middle Eastern or North African,Native American or American Indian,White","Yes, I consider myself polyamorous.",In a relationship,2,,2,6,6,5,4,4,1,6,5,6,0,7,10,5,4,7,Male,,Male,(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 18 out of 100 people),(Top 8 out of 100 people),(Top 3 out of 100 people),(Bottom 18 out of 100 people),(Bottom 18 out of 100 people),(Top 32 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Bottom 18 out of 100 people),Extremely respected by others(Top 1 out of 100 people),(Top 8 out of 100 people),,,,Amet temporibus cursus commodo malesuada sapien montes. Quis cursus. Platea nulla nibh culpa purus augue.,(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),Extremely weak sexual desire(Bottom 1 out of 100 people),Average (Top 50 out of 100 people),(Top 18 out of 100 people),85,Male,,Extremely apathetic(Bottom 1 out of 100 people),Extremely unambitious(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Bottom 32 out of 100 people),Extremely financially unstable(Bottom 1 out of 100 people),Extremely good earning potential(Top 1 out of 100 people),Extremely bad in bed(Bottom 1 out of 100 people),(Top 32 out of 100 people),Extremely disrespected by others(Bottom 1 out of 100 people),(Top 3 out of 100 people),15,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_1LmcYRuJZTaFvDg,,,,,34.4373,-119.8341,test,,43,Intersex,An option not listed here,"Neque accusamus ipsum ante dolorem ligula euismod. In dignissim, pellentesque nulla augue ab.",An option not listed here,"In? Risus cursus, enim. Convallis non, volutpat a tempus fringilla mauris, non? Consectetuer.","Asian or Pacific Islander,Black or African American,Middle Eastern or North African,Native American or American Indian","No, I do not consider myself polyamorous.",Single,,,,,8,9,2,2,9,5,4,10,2,4,0,9,6,0,Male,,Male,(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Top 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),Extremely unattractive body(Bottom 1 out of 100 people),Extremely financially stable(Top 1 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 8 out of 100 people),Average (Top 50 out of 100 people),(Top 32 out of 100 people),Yes,,Felis vulputate mattis? Risus odio. Turpis interdum? Dictumst sagittis viverra.,Ligula lorem sem urna ut in montes cursus ridiculus ultrices potenti felis volutpat morbi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_diCLBucWKlwJrX8,,,,,34.4373,-119.8341,test,,80,Intersex,Heterosexual,,Female,,Prefer not to say,"No, I do not consider myself polyamorous.",Engaged,Prefer not to say,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_b29BG4QhmxyGj9c,,,,,34.4373,-119.8341,test,,98,Male,Bisexual,,An option not listed here,"Phasellus. Duis suspendisse commodo ante ridiculus scelerisque? Nullam, sagittis leo nullam sapien.",Prefer not to say,"Yes, I consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_7UunAtZtVFfUdKe,,,,,34.4373,-119.8341,test,,106,Prefer not to say,Prefer not to say,,An option not listed here,Convallis? Neque. Orci vel facilisis nunc imperdiet imperdiet sollicitudin cras at sem.,Prefer not to say,"No, I do not consider myself polyamorous.",Prefer not to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,1,TRUE,11/17/22 13:34,R_cO2eNYJGcPSqIm2,,,,,34.4373,-119.8341,test,,107,Prefer not to say,An option not listed here,"Convallis id, ab est augue porta eleifend amet montes! At dolor non lacus.",Non-binary,,"Asian or Pacific Islander,Native American or American Indian","Yes, I consider myself polyamorous.",In a relationship,2,,3,7,3,9,3,10,4,4,3,9,4,10,2,2,7,0,Female,,Male,(Top 3 out of 100 people),(Top 3 out of 100 people),(Top 3 out of 100 people),Average (Top 50 out of 100 people),Extremely generous(Top 1 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Bottom 18 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),(Bottom 32 out of 100 people),,,,Posuere vivamus. Venenatis quam duis pede maecenas elit. Orci! Maecenas sollicitudin non vestibulum convallis.,(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Top 32 out of 100 people),(Top 32 out of 100 people),Average (Top 50 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 8 out of 100 people),Extremely good in bed(Top 1 out of 100 people),Average (Top 50 out of 100 people),Average (Top 50 out of 100 people),(Bottom 32 out of 100 people),18,An option not listed here,Praesent! Atque temporibus. Ac enim nunc sodales commodo elit sit. Elit. In! Praesent.,(Top 3 out of 100 people),(Bottom 8 out of 100 people),(Bottom 32 out of 100 people),(Top 8 out of 100 people),(Top 32 out of 100 people),Extremely inconsiderate(Bottom 1 out of 100 people),(Top 3 out of 100 people),(Top 32 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),54,Female,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_2mi07F8Kibb5I3A,,,,,34.4373,-119.8341,test,,39,Female,Prefer not to say,,Female,,Prefer not to say,Prefer not to say,Engaged,Prefer not to say,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/22 13:34,11/17/22 13:34,Survey Test,,100,0,TRUE,11/17/22 13:34,R_8ijygRoitEXdvOm,,,,,34.4373,-119.8341,test,,73,Prefer not to say,Prefer not to say,,Female,,Prefer not to say,"No, I do not consider myself polyamorous.",Engaged,3 or more (please specify how many):,37,1,5,2,10,6,10,6,10,10,9,1,4,0,2,0,0,Non-binary,,Female,(Bottom 18 out of 100 people),Extremely ambitious(Top 1 out of 100 people),(Bottom 8 out of 100 people),(Top 3 out of 100 people),(Top 8 out of 100 people),(Bottom 3 out of 100 people),(Top 3 out of 100 people),(Bottom 3 out of 100 people),(Top 18 out of 100 people),Extremely poor earning potential(Bottom 1 out of 100 people),(Bottom 32 out of 100 people),Extremely strong sexual desire(Top 1 out of 100 people),Extremely respected by others(Top 1 out of 100 people),Average (Top 50 out of 100 people),,,,Velit. Aliquet mi suspendisse? Ligula? Mi risus sodales vehicula placerat ipsum convallis.,(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),(Bottom 3 out of 100 people),(Top 8 out of 100 people),(Top 8 out of 100 people),Extremely unattractive face(Bottom 1 out of 100 people),(Top 8 out of 100 people),(Top 18 out of 100 people),(Top 18 out of 100 people),Extremely good in bed(Top 1 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),(Top 8 out of 100 people),77,Female,,Extremely apathetic(Bottom 1 out of 100 people),(Top 18 out of 100 people),Average (Top 50 out of 100 people),Extremely knowledgeable(Top 1 out of 100 people),(Top 18 out of 100 people),(Top 8 out of 100 people),Extremely attractive face(Top 1 out of 100 people),(Bottom 32 out of 100 people),(Bottom 8 out of 100 people),(Bottom 8 out of 100 people),(Bottom 18 out of 100 people),(Bottom 3 out of 100 people),(Bottom 32 out of 100 people),Extremely looked down upon by others(Bottom 1 out of 100 people),16,Non-binary,,,,,,,,,,,,,,,,,,
